User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Sleep_Hours,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours,Work_Productivity_Score,Stress_Level
26115,49,Other,Student,Android,4.6,3.2,4.4,25,3,7,8.4,5.4
26116,29,Male,Professional,iOS,9.8,3.2,6.1,12,2,8.5,3.4,8.2
26117,32,Female,Student,Android,3.8,2.1,5.2,36,1,7.4,7.7,5.4
26118,55,Male,Business Owner,Android,6.2,3.5,8.9,38,2,3.1,7.4,4.6
26119,41,Male,Professional,iOS,3.9,1.1,7,21,4,5.6,9.9,4.6
26120,18,Male,Professional,Android,7.9,4.6,6.7,25,0,6.2,5.8,6.2
26121,35,Female,Student,Android,7.4,3,8,24,0,5.2,6.1,4.9
26122,24,Male,Professional,Android,9.2,5.9,8.2,25,1,5.6,4.2,5.5
26123,59,Male,Professional,Android,5.4,4.5,7,16,0,9,8.9,3.7
26124,58,Male,Business Owner,iOS,7.3,1,5.9,14,5,7.3,5.4,7.5
26125,19,Male,Student,Android,5.8,1.6,5.8,34,2,7.1,6.6,5.6
26126,57,Male,Freelancer,Android,1.5,2,6.8,9,1,7.7,10,1.9
26127,48,Male,Professional,iOS,3.8,2.6,8.1,23,2,4.4,9.9,1.4
26128,50,Male,Student,Android,1.8,2.3,7.3,26,3,1.7,10,1.2
26129,47,Male,Professional,iOS,4.1,0.2,6,26,2,8.1,8.4,2.9
26130,48,Male,Student,Android,7.6,0.8,7.7,9,1,8.9,5.7,4.8
26131,51,Female,Freelancer,Android,7.3,2.9,5.8,36,1,4,5.6,5.5
26132,24,Female,Student,Android,5.5,1,8.1,10,1,4.8,6.6,4.7
26133,42,Female,Professional,Android,4.7,1.7,6.2,30,2,10.4,8.2,3.6
26134,33,Female,Student,iOS,7.7,3.5,5,36,2,7.5,7.3,6.1
26135,39,Female,Professional,iOS,8.6,0.7,6.5,22,3,6.1,4.9,5.9
26136,53,Male,Business Owner,Android,5.7,1.6,6.3,39,1,6.3,6.7,5.2
26137,44,Female,Student,Android,9.1,2.9,5.4,15,1,8.9,6,7.8
26138,34,Male,Student,iOS,4.1,3.4,5.8,29,5,5.9,7.6,2.6
26139,21,Female,Student,iOS,7.1,1.7,6.3,18,1,9.5,3.4,6.5
26140,52,Female,Business Owner,iOS,8.8,2.2,6,11,0,7.1,5.3,5
26141,58,Female,Student,Android,2.6,2.4,8.8,19,2,5.3,9.9,1.6
26142,39,Female,Professional,Android,5.7,1.1,6.5,22,1,7.5,7.1,4.6
26143,52,Male,Student,Android,7.9,2.4,8.4,37,1,7.9,5.1,6.7
26144,32,Female,Professional,Android,4.8,5.6,6,34,1,5.7,8.1,5.6
26145,57,Male,Professional,Android,6.8,4.4,9.7,8,3,5.3,8.5,2.4
26146,38,Female,Business Owner,Android,2.5,0.6,6.6,21,2,3.1,8.9,3.8
26147,30,Female,Student,Android,5.4,0.7,6.5,28,0,3.1,9,3.7
26148,28,Male,Student,Android,3.3,3.1,6.2,33,2,4.4,10,3.7
26149,44,Other,Freelancer,iOS,3,3.2,8.8,5,2,8.1,10,1
26150,48,Other,Student,Android,3.9,1.8,7.4,27,4,7,8.8,1
26151,49,Male,Professional,Android,4.2,3.7,7.1,34,3,6.3,8.2,2
26152,47,Female,Freelancer,Android,7.1,3.2,5.8,19,4,9.1,5.6,6.6
26153,35,Male,Freelancer,iOS,4.6,1.9,8.6,31,0,5.3,7,2.5
26154,33,Female,Professional,Android,5.8,4.7,6.3,9,0,6.2,7.9,4.8
26155,52,Female,Student,Android,7.8,4.2,7.6,33,3,4,5.9,3.8
26156,26,Female,Student,Android,6.6,4.3,8.2,36,3,6.8,5.5,4.5
26157,56,Male,Student,Android,2,4.6,6.3,17,0,7.7,10,1.9
26158,54,Female,Freelancer,iOS,7.7,2.9,10,19,2,5.5,5.6,3.6
26159,27,Female,Professional,iOS,9,1.2,6.6,33,0,10.2,5.9,7
26160,29,Female,Professional,Android,6.4,1.3,7.8,36,3,4.8,7.1,4.8
26161,25,Male,Business Owner,Android,5.6,3,6.5,30,2,7.2,8.7,3.8
26162,20,Female,Student,Android,6.3,2,5.8,6,1,10.2,6.9,6.7
26163,36,Female,Freelancer,Android,5.1,3.2,5.4,25,0,9,7.5,4
26164,28,Other,Student,Android,4.7,1.3,8.1,31,1,9.2,8,4
26165,25,Male,Business Owner,iOS,4.7,2.5,8.3,12,4,5.9,7.9,2.8
26166,43,Male,Student,Android,3.8,2.8,6.4,30,2,6.9,10,2.2
26167,40,Female,Freelancer,Android,4.6,2.3,4.4,33,0,8.6,8.6,4.2
26168,27,Male,Student,Android,4.5,3.6,6,28,8,8.1,8.6,4.1
26169,35,Female,Professional,Android,4.9,1.7,6.9,29,2,7.1,8.3,2
26170,29,Male,Business Owner,Android,4.5,1.3,5.8,35,1,4,7.5,3.3
26171,56,Female,Student,iOS,4.2,0.5,8,8,4,9.2,10,1
26172,43,Female,Freelancer,Android,5.5,2.1,6.8,25,0,5.7,7.4,3.2
26173,28,Female,Professional,Android,4.7,2,5.9,11,2,7.9,9.6,1.2
26174,27,Female,Professional,Android,6.9,2.2,6.7,20,0,8.7,5.9,4.3
26175,20,Female,Professional,Android,5.4,1.5,9.1,32,2,8.1,7.6,4.3
26176,24,Female,Professional,Android,1.3,1.2,5.8,14,0,7.9,10,1
26177,21,Male,Professional,Android,7.6,4.7,5.6,18,0,3.9,6.1,6.5
26178,57,Female,Student,Android,6.4,1.5,5.4,35,3,6.6,5.8,4.9
26179,25,Male,Student,iOS,8.9,2.4,5.9,12,1,5.9,5.8,5.7
26180,55,Male,Professional,Android,6.6,2.9,6.1,37,1,6.4,5.3,6.5
26181,30,Female,Professional,Android,8.4,3.7,5.4,8,3,8.7,5.6,7.8
26182,29,Female,Freelancer,Android,6.5,2.6,6,16,2,9.7,6.6,3.9
26183,52,Female,Business Owner,Android,3.9,3,6.4,24,1,10.7,8.8,2.5
26184,55,Female,Student,Android,5.4,1.6,6.4,28,3,4.7,7.9,2.8
26185,60,Female,Freelancer,iOS,3.2,2.9,6.8,22,1,6.5,10,2
26186,53,Female,Student,Android,7.1,2.9,5.8,22,1,8.3,5,6.1
26187,19,Male,Professional,Android,6.3,1.1,6.5,34,4,3.3,7.7,5.1
26188,32,Female,Student,Android,1.6,1.7,7.3,24,3,6.8,10,1.5
26189,51,Male,Student,Android,8.8,3.6,5,17,3,7.6,6,8.4
26190,56,Male,Student,iOS,4.1,4,8.7,23,0,9.5,9.7,1.9
26191,43,Male,Student,iOS,4.4,1.9,7.6,7,1,4.3,6.6,2.8
26192,22,Male,Business Owner,Android,5.4,1.6,5,7,0,2.4,8.4,5.1
26193,42,Female,Professional,iOS,7.6,2.1,6.2,39,0,8.8,6.7,4.5
26194,51,Female,Student,Android,5.6,2.7,8,10,2,6.5,6.5,5.1
26195,21,Male,Professional,iOS,8.5,3,8.1,5,0,5,4.8,5.4
26196,51,Male,Student,Android,3.7,2,8.1,12,1,7.4,9.7,2.3
26197,44,Male,Student,Android,5.7,4.1,7.1,14,0,10.6,7.4,4.9
26198,59,Male,Freelancer,Android,4.1,2.3,4.7,21,2,7.5,8.1,3.8
26199,46,Male,Professional,iOS,6.4,2.9,5.7,29,0,8.7,4.9,5.6
26200,22,Male,Business Owner,iOS,4.6,5,5.4,7,2,6.3,8.9,3
26201,35,Female,Professional,Android,4.6,2.4,8.3,6,3,4.4,10,3.8
26202,21,Female,Student,Android,6,5.1,8.6,17,3,6.4,6,5.2
26203,18,Male,Business Owner,Android,7.4,4.1,6.3,25,3,8.3,5.1,4.7
26204,37,Male,Freelancer,Android,4,1.9,8.1,22,0,3.5,8.9,1.5
26205,23,Female,Student,Android,5.5,2.8,5.7,6,1,6.4,9.8,1.6
26206,37,Female,Student,iOS,5.8,3,8.4,15,2,4.5,8.5,1.6
26207,37,Male,Professional,Android,7.8,4,6.4,13,1,6,7,5.5
26208,44,Female,Professional,Android,2,3.1,7.3,30,2,8.3,8.7,2.1
26209,43,Male,Professional,iOS,4.7,5.5,7.4,39,3,4.4,7,3.9
26210,49,Female,Student,Android,7.1,2.2,6.2,35,0,2.4,6.5,5.6
26211,27,Male,Student,iOS,5.9,3.3,7.4,35,1,6.9,8.7,3.7
26212,35,Female,Professional,Android,4.5,2,5.9,18,1,6,7.8,4.7
26213,58,Male,Professional,iOS,8.4,3.4,7,19,4,10.2,5.1,6.9
26214,29,Female,Business Owner,Android,5,3.8,7.2,14,2,7.6,7.9,3.8
26215,27,Male,Professional,Android,7.2,2.5,4.7,14,1,9.5,6.6,6.8
26216,41,Male,Student,Android,5.4,4.2,7.4,23,1,6.4,6.7,4.6
26217,41,Female,Student,Android,2.6,3.6,6.2,21,2,9,8.4,3.7
26218,55,Other,Student,Android,3.6,3.1,6.4,32,1,6.9,9.1,3.8
26219,42,Other,Student,Android,6.3,2.7,8.1,30,0,7.2,7.1,2.9
26220,25,Female,Professional,iOS,4,2.1,6.8,30,2,7.8,9.4,2.1
26221,31,Female,Professional,iOS,5.9,3.1,7.2,37,3,8,6.4,4.6
26222,60,Other,Business Owner,Android,4.1,3.2,6.2,32,4,5.7,10,4.3
26223,48,Male,Professional,Android,5.6,2.2,8.5,36,0,5.5,6.8,2.1
26224,41,Male,Student,Android,8.9,1.3,8.5,32,2,9.6,5.4,6.9
26225,33,Male,Business Owner,Android,6,0.6,7.6,29,2,7.5,7.7,4.3
26226,37,Female,Freelancer,Android,6.3,2.8,5.8,12,0,4.5,8.8,4.8
26227,55,Female,Professional,iOS,4.6,3.5,8.9,20,0,7,9.8,2.3
26228,32,Female,Professional,iOS,2.2,2.7,7.5,29,3,6.1,9.3,2.8
26229,31,Female,Professional,Android,5.9,3,5.6,36,2,2.4,7.5,4.3
26230,29,Female,Professional,iOS,7.1,2,5.8,12,4,7.8,6.6,5.3
26231,51,Female,Student,Android,5.2,2.4,5,18,0,8.9,7.7,3.6
26232,25,Female,Business Owner,Android,5.6,3.6,6.1,36,2,4,5.7,4.2
26233,36,Female,Business Owner,Android,7.5,3,6.3,28,2,4.6,6.4,5.6
26234,22,Male,Student,Android,2.3,2.8,9.1,30,3,6.9,10,1
26235,44,Female,Professional,Android,7.3,4,7.1,18,1,9.6,5.8,5.3
26236,58,Male,Student,Android,2.4,4.9,6.2,20,2,7.6,9.8,2.4
26237,30,Male,Professional,Android,6.3,2.2,8.5,12,2,7.8,6.9,3.2
26238,49,Male,Freelancer,iOS,4.2,3.9,5.5,33,2,4.7,7.9,3.1
26239,48,Female,Professional,iOS,5.3,2.4,7.5,22,1,8.4,5.9,5.7
26240,58,Male,Student,Android,5.4,2.7,4.6,11,0,6.6,8.1,3.5
26241,54,Female,Professional,Android,5.7,3.8,6.2,22,1,6.7,7.3,4.7
26242,19,Male,Student,iOS,4,4.4,5.4,13,2,6.3,8.2,5.9
26243,24,Other,Freelancer,iOS,8.5,4,7.1,32,1,5.1,5.8,5.9
26244,28,Female,Professional,Android,2.3,2.6,7.3,14,5,5.2,10,1.2
26245,28,Male,Freelancer,iOS,6,3,5.4,24,2,8.1,7,5.7
26246,40,Male,Professional,Android,4.6,2.9,7.8,12,1,7.8,6.5,2.3
26247,48,Other,Student,Android,4.6,2.8,6.7,34,2,3.1,10,2.3
26248,25,Other,Business Owner,Android,6.5,2.6,7.7,9,1,3.8,7.7,4.8
26249,49,Female,Business Owner,Android,4.8,3.1,7.9,24,2,4.2,7.3,4.1
26250,38,Female,Student,Android,2.7,2.5,7.5,28,1,7.2,10,1.7
26251,48,Female,Freelancer,iOS,7.4,1.8,5.3,6,3,8.9,6,5.5
26252,18,Female,Business Owner,Android,2.7,2.2,6.7,27,5,4.9,10,1
26253,30,Female,Professional,Android,6.5,1.6,5.9,13,1,3.8,5.2,4.9
26254,28,Male,Freelancer,Android,4.1,1.7,6.9,19,3,6.7,8.8,2.6
26255,46,Other,Professional,Android,6.8,1.1,6,35,3,8.5,6.2,5.6
26256,21,Female,Student,Android,7,1.4,6.9,12,4,7.4,6.8,3.8
26257,53,Female,Professional,Android,4.3,3.1,6.4,28,1,8.8,9.1,5.3
26258,32,Male,Business Owner,Android,4,2,8.3,12,2,4.5,7.7,2.5
26259,20,Female,Professional,iOS,10.8,0.7,6,20,3,7.9,3.2,9.9
26260,46,Female,Student,Android,5,2.2,8.8,38,1,7.4,8.5,2
26261,38,Male,Professional,Android,3.6,1.7,4.8,33,1,7.9,9.5,2
26262,19,Female,Student,iOS,3.4,2.3,7.3,33,3,5.7,7.9,3.2
26263,23,Male,Professional,Android,1.5,2.4,6.4,8,0,6.3,10,1
26264,48,Other,Professional,iOS,6.9,3.3,4.7,35,2,4.4,5.4,6.3
26265,41,Male,Professional,Android,3.2,1.8,8.1,5,2,7.8,9.6,2.8
26266,57,Male,Student,Android,2.9,2.2,7.9,13,0,4.2,10,1.3
26267,34,Male,Freelancer,Android,5.6,2.5,7.2,26,3,7,7.3,4.9
26268,22,Female,Business Owner,Android,7.8,3,6.3,31,1,4.5,5.7,6.4
26269,19,Female,Student,Android,4.4,2.3,7.5,15,2,2.8,6.1,4.1
26270,29,Male,Freelancer,Android,5.7,0.7,6.1,13,0,7.8,7.4,5.8
26271,22,Male,Professional,Android,5,3.9,5.8,11,0,5.7,7.8,3.5
26272,59,Female,Professional,iOS,4,1.1,7.1,39,3,8.8,9.2,2.5
26273,58,Female,Student,Android,6.6,3.3,7.3,36,1,7.3,6.5,5.3
26274,37,Male,Freelancer,Android,5.3,1.8,9.6,37,0,9.3,7.5,3.6
26275,25,Male,Business Owner,iOS,5,2.6,6.8,20,2,6,8.4,3.7
26276,18,Male,Professional,iOS,5.6,3.4,7.4,21,1,7,7,4.5
26277,23,Female,Student,Android,7.1,2,6.1,36,1,3.3,5.2,5.1
26278,28,Male,Professional,iOS,7.6,1.7,6.1,31,0,5,5.5,3.8
26279,20,Male,Student,Android,6.6,2.1,6.3,13,2,7.3,6.1,7.2
26280,48,Male,Professional,Android,2.1,1.3,7.5,38,1,5.8,10,2.1
26281,45,Female,Professional,Android,4.2,1.9,7.7,6,1,5,8.2,2.1
26282,60,Female,Student,Android,4,1.5,6.8,32,4,9,7.9,4.9
26283,22,Female,Student,Android,8.2,4,9.3,27,3,8.1,6.2,4.5
26284,43,Female,Professional,iOS,6,1.5,4.2,10,3,6.6,7.1,5.2
26285,33,Female,Student,Android,8.2,0.7,9,38,1,5.5,5.8,4.7
26286,48,Female,Professional,iOS,5.9,2.2,8.2,8,0,7,8.9,2.9
26287,45,Male,Student,Android,1.3,1.6,6.2,9,2,3,10,1.6
26288,24,Female,Business Owner,iOS,1.7,1.5,9.6,19,0,8.9,9.7,1
26289,55,Female,Freelancer,Android,5.1,2.7,5,24,3,6.1,5.9,5.5
26290,26,Female,Business Owner,Android,1,1.8,7.9,18,2,5.5,10,1
26291,56,Male,Student,Android,1.4,6.1,5.9,12,5,4,10,1.6
26292,52,Male,Business Owner,Android,9.5,3.2,9.9,38,1,6.3,6.3,4.1
26293,60,Other,Student,Android,6,3.4,5.3,28,1,5.2,7.5,5.5
26294,44,Female,Freelancer,iOS,7.1,0.3,7.6,10,2,6.4,6.7,4.4
26295,29,Female,Professional,iOS,5.4,0.6,6.9,19,1,5.6,6.6,5.7
26296,42,Female,Business Owner,Android,6.2,1.4,5.1,21,2,3.8,8.9,5.9
26297,60,Male,Student,iOS,8.4,1.3,6.3,39,1,10.1,5.1,5.5
26298,46,Male,Professional,Android,7.2,2.5,6.2,5,1,7.4,6.2,5.8
26299,48,Male,Business Owner,iOS,4.9,3.1,8.2,29,3,5.8,5.7,4.1
26300,51,Male,Professional,Android,7.7,3.7,8.3,35,2,3.7,7,3.7
26301,50,Female,Professional,Android,4.1,2.6,6.8,8,1,6.3,8.9,3
26302,44,Male,Professional,Android,1,3.2,6.7,37,3,7.7,10,1.6
26303,19,Male,Business Owner,Android,5.2,0.2,5.6,28,4,9.7,8,5
26304,31,Male,Professional,iOS,6.3,1.8,6.2,10,0,5.3,6.9,6.1
26305,30,Male,Professional,Android,7.1,0.9,5.9,38,3,4.7,6.2,4.9
26306,41,Male,Student,iOS,6.4,0.8,5.2,27,2,5.8,5.6,5.9
26307,22,Male,Freelancer,iOS,4.2,1.2,6.2,17,3,5.7,9.3,3
26308,51,Male,Student,Android,4,1.8,5.2,27,3,5.4,8.9,2.7
26309,40,Male,Student,iOS,7.2,1.8,6.1,35,1,7.5,6.8,6.1
26310,36,Male,Freelancer,Android,5.1,2.5,6.7,28,2,4.5,6.5,3.5
26311,47,Female,Professional,iOS,6.5,2.5,7,26,1,4.2,6.3,6.4
26312,60,Male,Student,Android,5,2.3,7.4,25,4,6.9,8.3,3.1
26313,33,Male,Freelancer,Android,6.3,2.6,7.1,18,1,7.3,7.2,4.6
26314,57,Male,Freelancer,iOS,5.1,2.1,8.4,21,2,9.9,8.4,2.1
26315,51,Female,Student,iOS,5.9,2.7,9,16,1,6.6,8.2,3.2
26316,28,Male,Professional,iOS,5.2,3.1,7.1,13,0,6.8,7.3,3.9
26317,31,Female,Student,Android,5.4,2.2,7.6,27,1,6.4,8.4,3.9
26318,32,Male,Freelancer,iOS,4.5,4.8,7.2,33,3,7.3,8.5,4.3
26319,52,Male,Student,Android,5.8,2.3,5.3,32,2,6.7,6.9,4.2
26320,24,Male,Professional,Android,5.6,3.1,6.5,32,3,9.2,5.1,6.1
26321,46,Male,Business Owner,Android,6.2,3.3,6.3,11,2,6,6.4,4.2
26322,39,Female,Professional,Android,3.9,3.2,6.3,14,3,7.2,7.8,2.9
26323,40,Male,Freelancer,Android,6.6,3.3,7.2,27,5,8.8,6.2,4.2
26324,41,Female,Student,Android,4.8,3.2,6.6,34,5,3.1,8.5,3.9
26325,52,Female,Student,Android,3.9,0.2,7,33,1,5.8,7.4,3.4
26326,27,Male,Professional,Android,4.1,2.2,5.6,31,1,6.7,8.8,4.2
26327,25,Female,Professional,Android,7.1,1.7,6.3,30,2,6.1,4.8,7.6
26328,29,Female,Student,iOS,5.6,2.2,6.7,27,1,5.4,8.9,3.8
26329,46,Male,Student,Android,6.4,1.9,8.8,13,0,4.6,6.7,5.3
26330,46,Male,Business Owner,Android,3.9,2.3,5,13,2,9.1,9.6,4.9
26331,40,Male,Student,iOS,3.9,3.3,7.7,12,1,9.3,9.5,2.3
26332,43,Male,Professional,iOS,1,3.3,8.3,30,1,7,9.9,1
26333,54,Male,Professional,Android,4,1.6,5.1,17,2,4.7,8,3.9
26334,49,Female,Student,Android,3.2,2.9,7.6,35,2,10.1,8.4,1.6
26335,55,Female,Professional,Android,3.1,2.1,6.6,20,1,4.9,9.3,3.2
26336,23,Male,Student,iOS,7.4,1.5,6.8,35,2,7.8,6.2,4.8
26337,25,Male,Student,iOS,4.6,2.5,5.9,7,3,7.8,8.3,4.2
26338,34,Male,Professional,Android,4.9,3.6,9.2,17,2,6.4,6.7,1.2
26339,29,Male,Freelancer,Android,4.3,0.9,7.3,21,1,5.6,9.7,2.8
26340,39,Male,Business Owner,Android,4.3,2.8,8.1,13,2,4.3,8.9,2.4
26341,31,Male,Professional,Android,3.6,3.6,5.7,29,6,5,8.9,4.7
26342,51,Male,Freelancer,iOS,7.3,4.1,6.4,18,1,5,7.4,5.6
26343,36,Male,Business Owner,iOS,7.1,0.7,6.7,35,3,7.5,7,5.3
26344,23,Male,Professional,Android,5.3,2.4,6.1,25,0,8.1,7.6,4.8
26345,35,Male,Student,iOS,5.2,4.3,6,9,1,7.1,9.9,3.4
26346,53,Male,Student,Android,8.3,3.1,6.6,20,2,4.3,5.6,5.6
26347,54,Male,Professional,Android,5.1,3.3,7.6,9,2,7.9,8.8,3.8
26348,55,Male,Professional,Android,7.1,2.1,6.3,31,2,8.1,6.2,6.3
26349,32,Female,Professional,Android,7.9,1.1,7.9,28,0,6.4,7.2,4
26350,55,Female,Professional,iOS,6.2,3.6,7.9,39,2,5.9,8.6,5.4
26351,57,Male,Professional,Android,4.5,4.4,8,39,2,4.6,8.1,3.5
26352,26,Male,Student,Android,4.1,2,5.2,22,3,8.1,9.3,3.8
26353,23,Male,Professional,Android,6.5,1,8.3,27,3,5.9,7.3,5.1
26354,19,Male,Professional,Android,2.5,3.9,6,19,3,4,10,1.9
26355,33,Male,Professional,iOS,6.1,3,8.1,16,2,8.1,6.3,3.6
26356,18,Male,Student,Android,4.7,1.8,7.8,7,1,6.2,8.6,3.4
26357,47,Male,Student,iOS,5,2,7.9,38,3,5,8.5,4.2
26358,50,Female,Student,Android,3.2,2,5.2,10,3,4.7,8.1,3.7
26359,18,Other,Professional,Android,7.9,3.4,6.7,11,4,7.3,4.8,5.9
26360,56,Female,Freelancer,Android,6.8,0.3,8.1,34,2,3,6.3,4.6
26361,33,Female,Freelancer,Android,4.7,1.3,6.4,23,5,9.2,7.4,3.4
26362,34,Male,Professional,iOS,4,1.7,7.6,26,2,2.6,9.4,3.9
26363,55,Female,Professional,iOS,7.7,2.7,8.3,28,2,6,6.8,2.9
26364,35,Male,Student,Android,5.9,1.1,6.7,36,0,5.3,8.4,4.3
26365,39,Other,Freelancer,iOS,9.7,1.3,6.4,9,6,10.1,5.3,7.3
26366,39,Female,Student,iOS,8,6,7.4,21,3,8.5,7.3,5.4
26367,52,Male,Professional,Android,4.8,2.5,6.4,37,3,8.6,8.4,5
26368,48,Female,Student,iOS,3,2.5,8,31,5,5.5,10,1.1
26369,57,Male,Professional,Android,7.3,2.5,7.1,30,2,5.9,5,5.1
26370,44,Male,Student,iOS,5.2,3.5,6.5,28,2,2.7,7.6,4.1
26371,53,Female,Professional,Android,4.2,3.1,7.1,12,0,5.3,8.3,2.5
26372,21,Male,Student,Android,6,3.6,7,22,2,7.5,7.5,4.6
26373,22,Female,Student,Android,4.3,4.2,7,13,1,5.5,7.6,4
26374,42,Male,Freelancer,Android,3.5,3.6,5.5,27,4,5.2,6.4,4.3
26375,48,Male,Student,Android,3,4.2,5.4,5,2,10.8,8.8,2.7
26376,31,Female,Freelancer,Android,4.8,2.8,7.4,18,3,7.2,8.6,2.9
26377,47,Female,Student,iOS,5,1.2,8.7,28,2,6.2,8.5,2.9
26378,29,Male,Professional,Android,3.8,2.6,7.9,15,2,4.2,8.8,1.8
26379,44,Male,Business Owner,Android,5.3,2.8,7.4,32,2,3.4,9.7,3.3
26380,41,Female,Professional,iOS,4.8,2.3,7.7,11,4,5.6,7,3.6
26381,47,Female,Student,Android,5.5,2,8.5,8,2,8.7,6.7,3.8
26382,35,Male,Business Owner,Android,6.6,2.7,8.3,12,0,6.8,8,3.6
26383,31,Female,Professional,Android,3.4,2,5.9,20,4,8.3,9,2.3
26384,36,Female,Professional,iOS,5.9,5.6,5.1,8,0,7.6,5.7,5.1
26385,39,Male,Business Owner,iOS,6.1,4.1,6.9,26,2,7.7,5.8,4.5
26386,43,Male,Student,Android,5.3,0.8,7.7,19,1,6.9,10,3.5
26387,24,Male,Professional,Android,7.4,3.4,5.9,19,2,6.7,6.2,4.5
26388,45,Female,Professional,Android,8.4,4.2,9.1,30,3,4.3,6.4,5.5
26389,55,Female,Professional,iOS,7.2,0.5,6.1,28,1,6.8,6.3,6.8
26390,22,Female,Professional,Android,6.1,0.7,7.6,11,3,3.2,6.9,4.1
26391,53,Female,Freelancer,Android,8.1,2.9,7.8,32,3,7.9,5.6,7.2
26392,35,Female,Student,Android,3.7,1.7,7.9,25,3,6.6,9.7,1.3
26393,31,Male,Student,Android,5.7,1.4,8.3,31,1,9.2,7.6,3.4
26394,40,Male,Student,Android,5,1.5,8.4,38,3,5.7,9,2.2
26395,31,Male,Business Owner,iOS,3.4,1.7,8,12,1,2.7,9.4,1.6
26396,49,Other,Student,Android,3.6,3,7.1,8,0,5.8,7.7,4.4
26397,22,Female,Professional,Android,5.4,4.1,6.8,20,2,5.6,8.9,5.5
26398,39,Female,Professional,iOS,5.7,3.3,7.8,18,3,4.9,8.4,2.9
26399,45,Male,Student,Android,6.9,1.9,8.6,37,3,8.8,7.1,4.5
26400,60,Female,Professional,iOS,4,2.1,7.9,35,3,4.7,9.5,2.6
26401,29,Male,Student,Android,4.3,2.9,5.8,23,3,4,9.3,3.9
26402,35,Female,Freelancer,Android,3.8,2,8.1,24,0,7.6,7.9,3.4
26403,53,Male,Freelancer,iOS,4.4,2.9,5.8,28,3,7.6,8.4,3.9
26404,48,Male,Professional,Android,1.1,3.5,8.4,28,3,7.5,10,1
26405,30,Male,Professional,Android,5.7,1.8,5,16,2,9.1,5.4,5.1
26406,37,Female,Student,Android,8.1,3,8.3,34,4,8.2,7,5.9
26407,53,Female,Professional,Android,5.2,2.5,5.7,24,2,8.5,7.8,4.9
26408,24,Male,Professional,Android,6.7,1.9,7.7,8,0,5.9,7.4,5.5
26409,40,Female,Professional,iOS,7.9,1.5,8.1,31,4,7.6,5.4,5.1
26410,51,Female,Professional,Android,1.2,2.2,6.9,30,1,7.7,10,1
26411,49,Female,Student,Android,4.8,3,6.9,7,1,9,6.3,2.7
26412,38,Female,Student,Android,8.3,4,7.8,7,1,4.8,5.3,6.5
26413,23,Male,Professional,iOS,3.8,3.2,7.1,35,3,6.3,9.2,2.7
26414,33,Female,Professional,Android,7.6,2.6,6.5,17,1,1,6.6,6.3
26415,52,Male,Student,Android,7,2,9.2,32,2,8.8,8.7,4.2
26416,37,Male,Professional,Android,3.9,1.4,8.4,20,1,7.4,9.6,2.5
26417,59,Female,Student,iOS,5.5,5.3,5.6,26,3,6.6,6.3,6
26418,58,Male,Student,Android,4.9,1.5,7.8,33,5,6.2,8.2,1.9
26419,28,Female,Professional,iOS,1.9,1.4,6.4,11,6,6.3,9.8,2.1
26420,49,Male,Student,Android,5.9,3.5,6.1,31,6,3.2,7.4,4.2
26421,31,Male,Student,Android,5.3,0.9,8.2,19,2,8.7,9,3.4
26422,41,Female,Student,Android,6.7,4.5,7.2,39,0,2.9,6.8,4.9
26423,56,Female,Business Owner,Android,7.2,3,8.8,17,2,7.7,8.1,4.5
26424,60,Female,Student,Android,5.9,1.2,7.1,32,2,6.5,7,4.8
26425,48,Male,Freelancer,Android,3.6,4,8.6,36,1,5.5,8.4,3.1
26426,34,Female,Freelancer,Android,6.3,3.4,7.3,7,1,7.3,6.5,6.1
26427,42,Male,Freelancer,iOS,2.3,0.9,5.5,34,1,7.8,10,1.9
26428,26,Male,Professional,Android,5.7,2,8,14,1,8.9,6.2,3.6
26429,39,Female,Student,Android,5.3,1.7,5.1,14,1,5.3,8.1,3
26430,52,Female,Freelancer,iOS,9.2,2.4,5.8,25,2,4,3,8.9
26431,54,Male,Professional,iOS,2.2,0.9,4.6,29,1,6.1,9.8,2
26432,34,Male,Professional,Android,6,1.8,8.5,21,0,9.1,8.1,4.8
26433,45,Female,Professional,Android,6.2,4.3,5.3,22,1,5.1,5.5,4.9
26434,18,Female,Student,Android,3.5,4.1,8.2,28,0,8.9,10,1.3
26435,26,Male,Student,Android,7,1.1,4.8,17,1,6.2,6.1,6.2
26436,30,Female,Business Owner,Android,7.2,2.2,6,29,2,7.3,5.8,6.4
26437,49,Male,Freelancer,Android,6.7,2.2,5.6,8,3,6.3,8.7,4.4
26438,45,Male,Professional,iOS,5.4,4,7.7,9,4,7.7,7.6,3.8
26439,48,Male,Business Owner,Android,3.7,0.7,7.8,10,3,4.7,7,3.4
26440,25,Male,Student,iOS,5.1,1.9,5.5,30,1,2.1,9.1,4.2
26441,25,Male,Student,Android,4,1.6,6.3,9,4,11.1,9.4,3.7
26442,51,Male,Professional,iOS,4.5,0.9,5.9,36,3,9.2,7.3,2.7
26443,40,Male,Professional,Android,2.9,2.6,7.8,21,1,3.1,8.6,2.8
26444,27,Female,Freelancer,Android,1,2.3,8.3,7,4,6.2,10,1
